Jenis_Kelamin,Umur,SIM,Kode_Daerah,Sudah_Asuransi,Umur_Kendaraan,Kendaraan_Rusak,Premi,Kanal_Penjualan,Lama_Berlangganan,Tertarik
1,66,1,28,0,0.5,1,46234,26,79,0
1,25,1,5,1,0.0,0,37737,152,297,0
0,26,1,41,1,0.0,0,24968,152,195,0
1,41,1,28,0,0.5,1,58465,122,225,1
1,49,1,28,0,0.5,1,47802,26,152,1
1,38,1,43,0,0.5,1,21990,124,154,0
1,23,1,28,1,0.0,0,37713,152,296,0
0,45,1,8,1,0.5,0,34314,26,15,0
1,25,1,36,0,0.0,0,31943,152,21,0
1,40,1,28,0,0.5,1,49586,26,197,0
0,37,1,33,0,0.5,1,2630,124,163,0
1,57,1,30,0,0.5,1,2630,124,72,1
1,45,1,15,0,0.5,0,36405,152,64,0
1,21,1,36,1,0.0,0,2630,152,250,0
0,24,1,27,1,0.0,0,24644,152,145,0
1,23,1,6,1,0.0,0,25175,152,225,0
0,31,1,28,0,0.0,1,2630,158,16,1
1,36,1,27,0,0.5,1,29021,124,193,0
0,21,1,7,0,0.0,1,2630,160,267,0
0,38,1,8,1,0.5,0,2630,7,130,0
1,44,1,28,0,0.5,1,31867,13,196,1
0,43,1,14,1,0.5,0,2630,152,183,0
1,26,1,8,1,0.0,0,32767,160,47,0
1,26,1,8,0,0.0,1,64577,152,157,0
1,24,1,8,1,0.0,0,33129,152,73,0
1,68,1,29,0,0.5,1,36135,26,106,1
0,31,1,33,1,0.0,0,28150,152,57,0
0,28,1,28,0,0.0,0,52432,152,193,0
1,25,1,35,1,0.0,0,24316,152,279,0
1,44,1,41,0,0.5,1,29636,124,175,0
1,29,1,21,1,0.0,0,35577,152,12,0
0,28,1,28,0,0.0,1,37790,152,154,0
0,22,1,36,1,0.0,0,32353,152,273,0
1,32,1,18,1,0.5,0,29911,131,119,0
1,25,1,28,1,0.0,0,34393,152,83,0
0,70,1,18,1,0.5,0,2630,26,210,0
1,67,1,28,0,1.0,1,44924,26,39,0
0,45,1,46,0,0.5,1,37926,26,224,0
0,39,1,45,1,0.5,0,40999,152,42,0
0,33,1,28,0,0.0,1,57625,124,183,0
1,32,1,47,1,0.0,0,20837,152,30,0
0,38,1,28,0,0.5,1,34268,124,215,0
0,23,1,2,0,0.0,1,26723,152,202,0
1,47,1,28,1,0.5,0,34141,124,216,0
0,35,1,13,0,0.5,1,2630,152,139,0
0,45,1,28,0,0.5,0,31098,124,47,0
0,31,1,8,1,0.0,0,30001,152,40,0
0,50,1,28,0,0.5,1,41230,26,107,0
1,43,1,28,0,0.5,1,42311,26,240,1
1,22,1,3,0,0.0,1,30916,160,196,0
1,67,1,28,0,1.0,1,34640,26,130,0
0,24,1,35,1,0.0,0,58300,152,98,0
1,57,1,41,1,0.5,0,42791,26,284,0
0,20,1,50,1,0.0,0,27411,160,173,0
0,21,1,46,1,0.0,0,24351,160,193,0
0,29,1,32,1,0.0,0,28178,151,194,0
0,44,1,31,1,0.5,1,2630,26,160,0
0,63,1,28,1,0.5,0,46894,26,261,0
0,26,1,36,1,0.0,0,51453,152,152,0
1,51,1,29,0,0.5,1,2630,157,23,0
1,67,1,28,1,0.5,0,32565,122,235,0
1,30,1,16,0,0.5,1,2630,156,53,0
0,22,1,36,0,0.0,1,38695,152,286,0
1,25,1,14,1,0.0,0,29276,151,29,0
0,56,1,28,0,0.5,0,26159,26,285,0
1,42,1,23,0,0.5,1,2630,156,226,0
0,40,1,28,0,0.5,1,41208,124,215,1
1,24,1,23,1,0.0,0,38590,152,264,0
0,36,1,46,0,0.5,1,29615,26,281,1
1,57,1,28,0,0.5,1,35109,124,52,1
1,44,1,28,0,0.5,1,34615,122,256,0
1,21,1,35,0,0.0,1,53244,154,74,0
1,21,1,50,0,0.0,1,42672,152,285,0
1,57,1,3,0,0.5,1,30260,26,51,0
1,71,1,28,0,0.5,1,43829,122,280,0
0,30,1,8,0,0.0,1,28724,152,109,1
0,25,1,28,1,0.0,0,38526,152,51,0
0,25,1,29,1,0.0,0,30479,152,290,0
0,24,1,8,1,0.0,0,40703,152,124,0
1,25,1,36,1,0.0,0,48402,152,277,0
0,61,1,28,0,0.5,1,36556,26,145,0
1,30,1,30,0,0.0,1,28264,152,228,1
0,50,1,50,1,0.5,0,35338,8,143,0
0,27,1,41,1,0.0,0,34673,152,101,0
1,65,1,3,0,0.5,0,20958,124,70,0
0,44,1,28,1,0.5,0,2630,26,135,0
0,21,1,27,0,0.0,1,27098,160,80,0
0,31,1,45,1,0.0,0,25756,152,138,0
1,22,1,41,1,0.0,0,37477,152,219,0
1,77,1,28,1,0.5,0,41212,26,205,0
1,27,1,8,1,0.0,0,29087,152,55,0
0,68,1,8,0,0.5,1,30836,124,124,0
0,45,1,28,0,0.5,1,2630,157,291,0
1,50,1,28,0,1.0,1,56817,122,234,0
0,29,1,28,1,0.0,0,39487,152,187,0
0,23,1,28,0,0.0,0,38614,154,113,0
0,55,1,28,0,0.5,1,43828,26,150,1
1,54,1,8,0,0.5,1,2630,26,274,1
0,20,1,47,1,0.0,0,38175,160,50,0
1,40,1,28,0,0.5,1,29312,25,19,1
1,59,1,8,0,0.5,1,28507,26,198,0
0,28,1,14,1,0.0,0,2630,160,295,0
0,22,1,46,1,0.0,0,25505,152,167,0
1,55,1,28,1,0.5,1,50327,26,36,0
1,57,1,24,0,0.5,1,28744,145,159,1
0,22,1,2,1,0.0,0,24590,152,269,0
1,55,1,8,0,0.5,1,42945,25,189,0
1,23,1,41,1,0.0,1,2630,160,125,0
1,58,1,46,0,0.5,1,34043,26,198,0
1,25,1,13,1,0.0,0,33427,152,167,0
1,48,1,46,1,0.5,0,35201,11,275,0
1,24,1,15,0,0.0,1,34077,152,97,0
0,25,1,10,0,0.0,1,2630,151,100,0
0,30,1,29,1,0.0,0,35510,152,75,0
1,50,1,41,0,0.5,1,38719,124,189,0
0,27,1,41,1,0.0,0,33325,152,243,0
0,20,1,32,1,0.0,0,2630,160,207,0
0,20,1,17,1,0.0,0,43487,160,299,0
1,67,1,28,0,0.5,1,23396,26,75,0
1,37,1,28,0,1.0,1,53930,154,263,0
0,48,1,13,0,0.5,1,2630,156,89,0
1,52,1,48,0,0.5,1,2630,26,54,0
0,20,1,15,0,0.0,1,28145,160,207,0
1,38,1,28,0,0.5,1,48625,124,249,1
0,23,1,28,0,0.0,1,47260,152,67,0
0,25,1,29,1,0.0,0,45678,152,46,0
0,27,1,33,1,0.0,0,32541,152,39,0
1,62,1,17,0,0.5,1,32750,26,276,0
0,23,1,8,1,0.0,0,41230,160,180,0
1,42,1,28,1,0.5,0,2630,26,239,0
1,65,1,48,1,0.5,0,2630,15,209,0
1,57,1,28,1,0.5,0,41233,26,200,0
1,52,1,28,1,0.5,0,2630,124,265,0
0,49,1,8,0,0.5,1,36461,124,88,0
1,52,1,17,0,0.5,1,56662,124,60,0
1,23,1,18,1,0.0,0,23133,152,116,0
1,50,1,28,0,0.5,1,2630,156,120,0
1,64,1,46,0,1.0,1,41791,26,100,0
0,25,1,10,1,0.0,0,20156,152,129,0
1,43,1,8,0,0.5,0,2630,4,209,0
0,43,1,28,0,0.5,1,45171,26,53,0
1,72,1,29,0,0.5,1,44705,135,192,0
1,21,1,2,0,0.0,1,23921,152,98,0
0,34,1,25,0,0.5,1,29666,122,85,0
0,21,1,15,0,0.0,1,38001,160,245,0
1,41,1,8,1,0.5,0,2630,124,255,0
1,23,1,41,0,0.0,1,25414,160,192,0
1,60,1,8,0,0.5,1,37835,124,295,0
1,24,1,30,0,0.0,0,29403,152,115,0
1,21,1,37,0,0.0,1,29843,160,282,0
0,62,1,50,1,0.5,0,26034,8,236,0
0,63,1,48,1,0.5,0,2630,26,68,0
1,52,1,28,0,0.5,1,50179,26,165,1
1,32,1,8,1,0.5,0,29030,124,107,0
1,24,1,9,1,0.0,0,48123,152,216,0
0,40,1,28,0,0.5,1,43616,122,40,0
0,44,1,28,0,0.5,1,36944,124,176,0
0,38,1,16,0,0.5,1,2630,160,150,0
1,39,1,0,1,0.5,0,2630,152,239,0
1,43,1,28,0,0.5,1,38027,124,292,1
1,41,1,28,1,0.5,0,29187,26,255,0
0,46,1,8,0,1.0,1,47620,26,71,0
1,28,1,25,0,0.0,0,2630,152,10,0
1,44,1,41,0,0.5,1,31849,124,225,1
0,62,1,29,0,0.5,1,2630,26,214,1
1,21,1,47,0,0.0,1,26063,159,77,1
0,48,1,28,0,0.5,1,35242,124,145,0
0,23,1,15,1,0.0,1,32803,152,186,0
1,31,1,6,1,0.0,0,41304,152,34,0
1,46,1,8,1,0.5,0,36236,124,58,0
0,44,1,28,0,1.0,1,36004,26,51,1
0,23,1,8,1,0.0,0,54088,152,276,0
1,36,1,28,1,0.5,0,27155,26,169,0
1,57,1,3,0,0.5,1,2630,124,109,0
1,25,1,6,1,0.0,0,20873,152,151,0
1,25,1,28,0,0.0,1,19643,152,242,0
0,26,1,28,1,0.0,0,32206,152,49,0
0,22,1,41,1,0.0,0,33580,152,257,0
0,44,1,33,0,0.5,1,35221,124,150,0
0,37,1,28,0,0.5,1,26369,26,95,1
0,32,1,8,0,0.5,1,2630,124,32,1
1,58,1,28,0,0.5,1,39408,26,218,0
1,69,1,28,0,1.0,1,26039,60,196,0
1,48,1,28,0,0.5,1,50155,124,93,0
1,24,1,47,0,0.0,0,19976,152,35,0
1,37,1,8,1,0.5,0,2630,26,204,0
0,54,1,28,0,0.5,1,2630,26,63,0
1,23,1,26,1,0.0,0,29087,152,117,0
1,23,1,39,0,0.0,1,42892,152,152,0
1,29,1,28,0,0.0,1,35122,152,202,0
1,29,1,29,1,0.0,1,2630,160,94,0
0,26,1,27,0,0.0,1,20362,152,140,0
1,71,1,27,1,0.5,0,34878,124,25,0
0,35,1,39,0,0.5,1,2630,156,255,0
1,26,1,45,1,0.0,0,24914,152,170,0
1,34,1,28,0,0.5,1,50429,26,275,1
0,25,1,45,1,0.0,0,19808,152,205,0
0,29,1,26,0,0.0,1,33864,152,231,0
0,65,1,1,0,0.5,1,2630,124,120,0
1,33,1,28,0,0.0,1,30721,124,254,1
0,69,1,3,1,0.5,0,36815,26,137,0
0,20,1,36,1,0.5,0,2630,156,204,0
1,49,1,28,0,0.5,0,33647,122,226,0
1,23,1,50,1,0.0,0,38597,152,76,0
1,40,1,8,0,0.5,1,29409,124,142,0
1,25,1,35,1,0.0,0,34694,152,256,0
1,31,1,46,0,0.0,0,2630,157,168,0
0,79,1,28,1,0.5,0,30175,55,258,0
1,29,1,28,0,0.5,0,58694,124,81,0
1,21,1,36,0,0.0,1,29265,160,248,0
1,21,1,50,1,0.0,0,36508,160,17,0
1,28,1,28,1,0.0,0,36343,152,294,0
1,37,1,28,1,0.5,0,28170,152,27,0
0,24,1,36,1,0.0,0,36455,151,253,0
1,29,1,17,1,0.0,0,38328,152,146,0
1,43,1,28,0,0.5,1,30550,124,73,0
1,41,1,3,1,0.5,0,30739,124,221,0
0,27,1,28,1,0.0,0,25394,152,106,0
1,38,1,28,0,1.0,1,2630,154,100,0
0,46,1,28,1,0.5,0,30277,26,118,0
0,31,1,14,1,0.0,0,34956,152,11,0
1,21,1,13,1,0.0,0,24766,160,61,0
1,27,1,35,1,0.0,0,34997,152,124,0
1,62,1,28,1,0.5,0,2630,124,270,0
1,60,1,28,1,0.5,0,37386,60,21,0
0,26,1,50,1,0.0,0,35098,152,159,0
0,42,1,33,0,0.5,1,27629,13,150,0
0,36,1,12,1,0.5,0,2630,26,118,0
1,32,1,29,1,0.5,0,22910,26,82,0
1,53,1,41,0,0.5,0,37205,26,267,0
0,61,1,33,0,0.5,1,38147,26,146,0
1,66,1,48,0,0.5,0,2630,103,236,0
0,29,1,18,1,0.0,0,26627,152,281,0
1,54,1,28,0,0.5,1,30732,114,263,0
1,47,1,11,0,0.5,1,48584,26,204,0
1,42,1,28,0,0.5,1,40628,26,165,0
0,38,1,46,0,0.5,0,25733,124,183,0
0,21,1,15,0,0.0,1,35002,160,43,0
1,43,1,11,0,0.5,1,2630,157,105,0
1,36,1,30,1,0.5,0,22156,152,205,0
0,20,1,8,0,0.0,1,82204,160,65,0
0,25,1,11,1,0.0,0,30506,152,204,0
0,62,1,50,0,0.5,1,52127,26,154,1
1,26,1,28,0,0.0,1,53631,26,249,0
1,51,1,17,0,0.5,1,46930,124,241,0
0,51,1,34,0,0.5,1,29736,124,70,0
1,46,1,35,0,0.5,0,2630,26,207,1
0,24,1,41,1,0.0,0,24915,152,227,0
0,48,1,39,0,0.5,1,31825,152,115,0
0,27,1,8,0,0.0,0,2630,1,294,0
0,29,1,35,1,0.0,0,2630,152,97,0
1,47,1,28,0,0.5,1,45376,124,179,0
1,37,1,37,1,0.5,0,36281,124,269,0
1,53,1,28,1,0.5,1,41999,24,20,0
1,23,1,30,0,0.5,1,22793,124,70,0
1,31,1,29,0,0.5,1,2630,163,167,0
1,73,1,3,1,0.5,0,31160,26,98,0
1,38,1,33,0,0.5,1,33533,156,158,1
0,45,1,28,0,1.0,1,36167,26,35,1
1,59,1,28,0,0.5,1,43798,26,51,0
0,70,1,28,0,0.5,1,43674,26,49,0
1,59,1,28,0,1.0,1,2630,3,29,1
1,30,1,28,0,0.0,1,28374,152,119,1
1,36,1,25,1,0.5,1,30760,124,94,0
0,22,1,47,1,0.0,0,33410,152,163,0
1,21,1,11,1,0.0,0,24782,152,212,0
1,39,1,46,0,0.5,1,2630,26,236,0
1,30,1,50,1,0.0,0,34068,152,256,0
1,42,1,28,0,0.5,1,43298,52,298,0
0,26,1,47,1,0.0,0,30229,152,246,0
1,32,1,46,0,0.5,0,25588,26,279,0
1,52,1,28,1,0.5,0,40095,26,76,0
0,42,1,29,1,0.5,0,2630,160,27,0
0,22,1,50,0,0.0,0,36672,160,40,0
0,76,1,28,1,0.5,0,46189,122,270,0
1,62,1,0,1,0.5,0,2630,122,114,0
1,38,1,20,1,0.5,0,2630,26,48,0
1,70,1,33,0,0.5,1,27818,124,221,1
0,36,1,28,0,0.5,1,31734,26,248,0
1,65,1,8,0,0.5,1,38513,156,269,1
0,23,1,8,1,0.0,0,38089,152,164,0
1,57,1,28,1,0.5,0,34326,124,248,0
1,55,1,4,1,0.5,0,29945,26,187,0
1,44,1,8,0,0.5,1,36395,26,199,0
1,68,1,50,1,0.5,0,36886,8,240,0
0,25,1,29,1,0.0,0,25419,152,105,0
1,23,1,6,1,0.0,0,37523,152,42,0
1,45,1,32,0,0.5,1,29311,124,26,1
0,23,1,8,1,0.0,0,30212,160,250,0
1,53,1,2,1,0.5,0,29494,19,86,0
1,33,1,28,1,0.0,0,45145,152,81,0
1,49,1,7,0,0.5,1,2630,124,175,0
0,43,1,28,0,0.5,0,34363,26,103,0
1,21,1,10,1,0.0,0,17663,152,272,0
1,26,1,46,0,0.0,1,2630,152,256,0
0,22,1,19,1,0.0,0,33400,152,66,0
0,73,1,28,0,0.5,1,32607,122,94,0
1,41,1,8,0,0.5,1,37346,122,123,0
1,22,1,8,1,0.0,0,41664,152,185,0
1,41,1,15,0,0.5,1,2630,152,103,0
0,23,1,22,0,0.0,1,24820,152,133,0
0,65,1,2,0,0.5,1,30987,26,287,0
1,41,1,8,1,0.5,0,30329,124,219,0
0,40,1,28,0,0.5,1,61795,26,119,1
1,39,1,38,0,0.5,1,24227,124,268,0
1,56,1,11,1,0.5,0,21766,26,162,0
0,22,1,28,0,0.0,1,20889,163,187,0
1,39,1,28,1,0.5,0,25810,26,48,0
0,62,1,28,1,0.5,0,33559,23,111,0
1,63,1,36,0,0.5,1,31630,30,94,0
1,32,1,24,0,0.5,0,29384,145,268,0
0,29,1,3,0,0.0,1,30188,152,273,0
1,57,1,36,1,0.5,0,44902,26,80,0
1,22,1,28,1,0.0,0,29113,152,220,0
0,24,1,28,1,0.0,0,53570,152,285,0
1,51,1,28,0,0.5,1,67703,26,27,0
1,51,1,8,0,1.0,1,44808,124,136,0
0,22,1,47,0,0.0,1,44994,152,46,0
1,45,1,30,0,0.5,1,32261,124,278,1
1,52,1,48,0,0.5,1,2630,26,177,0
1,25,1,6,1,0.0,0,16472,152,110,0
1,38,1,28,0,0.5,1,30288,26,25,1
0,35,1,29,0,1.0,1,31036,26,50,0
1,73,1,28,1,0.5,0,27270,23,297,0
1,47,1,8,0,0.5,1,2630,157,141,0
1,21,1,4,1,0.0,0,33590,152,184,0
1,30,1,28,0,0.5,0,31595,52,66,0
1,48,1,22,0,0.5,1,38304,124,48,0
1,63,1,41,1,0.5,1,35112,26,103,0
1,21,1,37,1,0.0,0,37353,152,99,0
1,45,1,28,0,1.0,1,52991,26,189,0
1,32,1,12,0,0.5,1,2630,156,247,0
0,26,1,17,1,0.0,0,20416,152,143,0
1,46,1,11,0,0.5,0,2630,26,261,0
1,57,1,50,0,0.5,1,2630,156,138,0
1,43,1,36,1,0.5,0,32435,26,255,0
0,43,1,28,0,0.5,1,43543,26,218,1
1,25,1,11,1,0.0,0,42473,152,196,0
1,23,1,46,1,0.0,0,29413,152,180,0
1,42,1,28,0,0.5,1,59862,26,20,0
0,23,1,41,1,0.0,0,36309,152,131,0
0,23,1,10,0,0.0,1,20922,152,269,0
1,52,1,46,0,0.5,1,25708,157,153,0
0,66,1,8,1,0.5,0,44567,26,100,0
0,24,1,30,1,0.0,0,22526,152,205,0
1,69,1,41,1,0.5,0,24529,26,298,0
1,41,1,50,0,0.5,1,24647,124,30,0
0,26,1,46,1,0.0,0,32727,160,282,0
0,60,1,28,0,0.5,1,52854,26,94,0
1,60,1,28,0,0.5,1,90007,124,114,1
0,25,1,37,1,0.0,0,27517,152,204,0
0,23,1,16,1,0.0,0,2630,152,61,0
1,71,1,8,0,0.5,1,46341,25,156,0
1,59,1,1,0,0.5,1,2630,26,184,0
0,45,1,28,0,0.5,1,53257,26,168,0
1,69,1,28,0,0.5,1,41162,124,119,0
0,36,1,8,0,0.5,1,35651,124,10,0
0,39,1,28,0,0.5,1,38178,154,128,0
1,22,1,39,0,0.0,1,33174,152,14,1
0,52,1,8,0,0.5,1,42235,4,160,0
0,23,1,8,0,1.0,1,67328,124,279,0
1,23,1,41,1,0.0,0,29045,151,237,0
1,38,1,6,0,0.5,1,31018,124,135,1
0,45,1,28,0,0.5,1,50521,122,130,0
1,28,1,29,1,0.5,0,30324,124,82,0
1,71,0,28,0,0.5,1,53280,26,87,0
1,22,1,5,1,0.0,0,28357,152,285,0
0,26,1,6,1,0.0,0,35755,152,107,0
1,31,1,3,0,0.5,1,28022,124,15,1
1,51,1,28,0,1.0,1,39952,154,273,1
1,25,1,50,1,0.0,0,32318,152,206,0
0,55,1,28,0,0.5,1,44636,26,109,0
1,66,1,11,0,0.5,0,81811,26,91,0
0,43,1,28,1,0.5,0,45916,26,283,0
1,39,1,15,0,0.5,1,2630,156,203,0
0,25,1,41,1,0.0,0,22298,152,49,0
1,44,1,51,1,0.5,1,33759,124,41,0
0,65,1,8,1,0.5,0,47013,124,109,0
0,58,1,47,1,0.5,0,28763,152,40,0
0,22,1,46,1,0.0,0,31979,152,78,0
0,43,1,8,0,0.5,1,34145,26,152,1
1,60,1,28,1,0.5,0,42844,26,204,0
1,58,1,36,1,0.5,1,27820,26,217,0
0,27,1,49,1,0.0,0,19370,152,260,0
0,28,1,28,1,0.0,0,27457,152,151,0
1,67,1,8,1,0.5,0,35881,7,35,0
1,21,1,46,0,0.5,1,2630,157,108,0
0,24,1,21,0,0.0,1,30602,152,62,1
1,59,1,50,1,0.5,0,21990,124,208,0
1,34,1,28,1,0.5,0,29031,24,207,0
1,47,1,45,0,0.5,1,35841,124,242,0
0,32,1,28,1,0.0,0,53202,152,95,0
0,22,1,14,1,0.0,0,24841,152,275,0
0,48,1,28,1,0.5,1,46521,124,33,0
1,59,1,35,0,0.5,1,40875,26,71,1
0,26,1,30,1,0.0,0,43287,152,77,0
0,22,1,21,0,0.0,1,39681,152,68,1
0,22,1,37,1,0.0,1,26475,26,51,0
1,30,1,7,1,0.0,0,2630,152,17,0
1,21,1,15,1,0.0,0,31754,152,146,0
0,25,1,41,0,0.0,1,2630,152,206,0
1,38,1,28,0,0.5,1,36880,154,174,1
1,54,1,28,0,0.5,1,37904,124,281,1
0,48,1,28,0,1.0,1,44392,26,261,0
1,29,1,35,0,0.0,1,30998,152,109,1
1,37,1,41,0,0.5,0,27122,124,148,0
0,29,1,50,1,0.0,0,2630,152,140,0
0,22,1,45,0,0.0,1,33136,152,251,0
0,49,1,28,0,0.5,1,44807,26,240,1
1,22,1,29,1,0.0,0,58602,152,96,0
0,22,1,34,0,0.0,1,32721,152,75,0
1,56,1,28,0,1.0,1,2630,124,127,0
0,33,1,47,1,0.0,0,39714,152,157,0
0,26,1,28,1,0.0,0,35140,152,108,0
0,56,1,28,1,0.5,0,40659,26,23,0
0,53,1,46,0,0.5,1,2630,157,141,0
0,28,1,24,1,0.0,0,23192,152,14,0
1,63,1,41,1,0.5,0,33087,152,49,0
0,71,1,11,0,0.5,1,29815,26,25,0
1,28,1,3,0,0.0,1,26340,156,111,1
1,41,1,8,0,0.5,0,53304,156,221,0
0,20,1,36,1,0.0,0,29692,160,113,0
1,77,1,29,1,0.5,0,35826,26,239,0
1,41,1,49,0,0.5,1,2630,160,265,0
0,40,1,28,0,0.5,1,2630,156,115,0
1,70,1,17,1,0.5,0,40265,124,292,0
0,48,1,28,0,0.5,1,34440,26,277,0
1,50,1,41,1,0.5,0,45246,12,270,0
0,24,1,3,1,0.0,0,28666,152,195,0
0,23,1,37,1,0.0,0,22883,151,135,0
1,23,1,37,1,0.0,0,28424,152,191,0
1,38,1,8,0,0.5,1,36998,12,84,0
0,26,1,25,1,0.0,0,25967,152,89,0
1,25,1,28,0,0.0,1,38488,122,202,1
0,74,1,28,1,0.5,0,46137,26,176,0
0,42,1,28,0,0.5,1,31363,124,12,0
0,53,1,11,1,0.5,0,36558,26,297,0
1,22,1,46,1,0.0,0,43985,152,281,0
1,41,1,28,0,0.5,1,27752,124,23,0
1,28,1,36,0,0.0,1,51166,152,219,0
0,76,1,46,0,0.5,1,36371,26,58,0
1,28,1,28,1,0.0,0,40796,152,50,0
1,52,1,28,1,0.5,0,28862,26,43,0
1,32,1,6,0,0.5,1,34621,154,55,1
0,60,1,28,1,0.5,0,2630,26,219,0
1,22,1,24,1,0.0,0,34840,160,215,0
1,44,1,8,0,0.5,1,67271,26,271,0
0,78,1,28,0,1.0,1,43416,26,26,0
1,46,1,28,1,0.5,0,44129,26,137,0
0,24,1,29,1,0.0,0,41495,152,271,0
1,68,1,28,1,0.5,0,35907,25,77,0
0,38,1,15,0,0.5,1,24371,152,84,0
1,45,1,28,0,0.5,1,23672,26,214,1
0,72,1,28,0,1.0,1,29503,124,282,1
1,50,1,28,0,0.5,1,52143,26,58,0
0,53,1,47,0,0.5,1,32861,26,295,0
0,40,1,36,0,0.5,1,34062,26,210,0
1,46,1,28,0,0.5,1,35622,26,40,1
0,62,1,8,0,0.5,1,36056,26,169,0
1,72,1,8,0,0.5,1,75087,26,215,0
1,41,1,30,1,0.5,0,24902,11,213,0
1,23,1,47,0,0.0,1,2630,160,78,0
1,40,1,3,1,0.5,1,17617,124,290,0
0,27,1,6,1,0.0,0,23731,152,75,0
1,49,1,3,1,0.5,0,2630,26,49,0
0,43,1,28,1,0.5,0,42554,124,198,0
0,40,1,45,0,0.5,1,28203,124,179,0
0,23,1,30,1,0.0,0,24401,152,245,0
1,79,1,28,1,0.5,0,40083,37,277,0
1,25,1,25,0,0.0,1,2630,154,110,0
0,25,1,29,1,0.0,0,50760,152,156,0
1,56,1,28,1,0.5,0,2630,124,269,0
1,25,1,28,0,0.0,1,38673,152,29,0
1,32,1,31,0,0.5,1,2630,154,30,0
0,23,1,13,1,0.0,0,27194,152,78,0
0,39,1,29,0,0.5,0,2630,156,122,0
0,70,1,33,0,0.5,0,34996,157,155,0
1,22,1,28,1,0.0,0,45479,152,140,0
1,36,1,15,0,0.5,1,33944,124,231,0
1,52,1,28,0,0.5,1,40013,124,44,0
0,78,1,28,0,0.5,1,29535,26,145,0
0,28,1,3,1,0.0,0,22678,152,290,0
0,67,1,28,0,0.5,1,73852,30,213,0
0,41,1,28,1,0.5,0,29598,61,249,0
0,25,1,28,0,0.0,0,39399,152,132,0
0,34,1,40,1,0.5,0,2630,152,191,0
0,26,1,28,1,0.0,0,23177,152,229,0
1,22,1,28,0,0.5,1,50160,124,237,0
1,37,1,28,1,0.5,0,39399,124,271,0
1,23,1,33,1,0.0,0,31497,152,40,0
0,25,1,33,1,0.0,0,39994,151,244,0
1,22,1,37,0,0.0,1,32761,152,148,0
1,33,1,46,1,0.5,0,36636,124,214,0
0,47,1,28,0,0.5,1,46926,26,208,0
0,25,1,10,1,0.0,0,29639,152,286,0
0,49,1,39,0,0.5,0,2630,155,21,0
1,24,1,46,1,0.0,0,27704,160,152,0
1,23,1,8,0,0.0,1,57118,26,88,1
0,32,1,12,0,0.5,1,2630,156,281,1
1,23,1,37,0,0.0,1,26101,152,36,0
0,79,1,28,0,1.0,1,2630,26,89,0
0,45,1,28,0,1.0,1,27526,124,36,0
1,39,1,28,0,1.0,1,54994,124,88,1
0,45,1,10,0,0.5,1,33458,124,250,0
1,30,1,23,0,0.0,1,29137,26,283,1
1,24,1,29,1,0.0,0,22310,152,97,0
1,32,1,28,0,0.0,1,2630,124,236,1
1,80,1,46,0,0.5,0,28516,26,249,0
1,46,1,28,0,0.5,1,31726,26,137,1
0,49,1,28,1,0.5,0,2630,157,97,0
1,29,1,8,1,0.0,0,31738,152,11,0
0,44,1,41,0,0.5,1,50239,26,58,0
0,36,1,9,0,0.5,1,29198,157,258,0
1,21,1,46,1,0.0,0,27446,160,161,0
0,32,1,18,0,0.5,1,32224,154,91,1
1,29,1,9,1,0.5,0,32145,124,112,0
0,20,1,35,1,0.0,0,30660,160,22,0
0,61,1,28,1,0.5,0,38108,29,210,0
0,23,1,16,1,0.0,0,34163,152,183,0
1,54,1,28,0,0.5,1,61012,124,119,0
0,23,1,17,1,0.0,0,45476,26,256,0
1,25,1,12,1,0.0,0,2630,160,37,0
0,22,1,8,0,0.0,0,34451,152,109,0
0,23,1,5,0,0.0,1,2630,26,185,0
0,68,1,8,0,0.5,1,38345,160,208,0
0,62,1,28,0,0.5,1,30472,26,16,0
1,23,1,6,1,0.0,0,31808,152,273,0
1,41,1,46,1,0.5,0,37551,124,278,0
1,21,1,9,0,0.0,1,27490,152,251,0
1,44,1,50,1,0.5,0,51996,8,26,0
1,44,1,28,0,0.5,0,40227,26,92,0
0,63,1,28,0,0.5,1,2630,26,104,0
0,53,1,8,0,0.5,1,42065,26,160,0
0,32,1,8,1,0.0,0,47891,160,128,0
0,62,1,28,0,0.5,1,24615,139,115,0
0,66,1,33,0,0.5,1,38342,124,136,0
0,38,1,8,0,0.5,1,35316,154,168,1
1,50,1,41,0,1.0,1,34501,26,231,1
0,24,1,37,1,0.0,0,32113,152,198,0
1,22,1,14,1,0.0,0,29643,160,275,0
0,72,1,8,1,0.5,1,41262,26,259,0
1,28,1,21,1,0.0,0,31981,152,271,0
0,62,1,28,0,0.5,0,29357,30,75,0
0,29,1,29,0,0.5,0,2630,156,133,0
1,41,1,7,0,0.5,1,2630,26,85,1
1,25,1,12,1,0.0,0,21976,152,42,0
0,79,1,40,0,1.0,1,36662,26,141,0
1,24,1,8,1,0.0,0,32452,152,85,0
1,37,1,35,0,0.5,1,2630,154,23,1
0,73,1,29,1,0.5,0,29439,14,32,0
0,21,1,6,0,0.0,1,27789,152,134,0
0,22,1,37,1,0.0,0,34071,152,235,0
1,25,1,37,1,0.0,0,33158,152,140,0
1,54,1,28,0,0.5,1,40205,26,48,1
0,24,1,8,1,0.0,0,33748,152,198,0
0,44,1,50,1,0.5,0,34422,8,288,0
